NUM,MAKER_NM,FOOD_NM_KR,FOOD_CAT1_NM,SERVING_SIZE,NUTRI_AMOUNT_SERVING,Z10500,AMT_NUM1,AMT_NUM2,AMT_NUM3,AMT_NUM4,AMT_NUM5,AMT_NUM6,AMT_NUM7,AMT_NUM8,AMT_NUM9,AMT_NUM10,AMT_NUM11,AMT_NUM12,AMT_NUM13,AMT_NUM14,AMT_NUM15,AMT_NUM16,AMT_NUM17,AMT_NUM18,AMT_NUM19,AMT_NUM20,AMT_NUM21,AMT_NUM22,AMT_NUM23,AMT_NUM24,AMT_NUM25,AMT_NUM26,AMT_NUM27,AMT_NUM28,AMT_NUM29,AMT_NUM30,AMT_NUM31,AMT_NUM32,AMT_NUM33,AMT_NUM34,AMT_NUM35,AMT_NUM36,AMT_NUM37,AMT_NUM38,AMT_NUM39,AMT_NUM40,AMT_NUM41,AMT_NUM42,AMT_NUM43,AMT_NUM44,AMT_NUM45,AMT_NUM46,AMT_NUM47,AMT_NUM48,AMT_NUM49,AMT_NUM50,AMT_NUM51,AMT_NUM52,AMT_NUM53,AMT_NUM54,AMT_NUM55,AMT_NUM56,AMT_NUM57,AMT_NUM58,AMT_NUM59,AMT_NUM60,AMT_NUM61,AMT_NUM62,AMT_NUM63,AMT_NUM64,AMT_NUM65,AMT_NUM66,AMT_NUM67,AMT_NUM68,AMT_NUM69,AMT_NUM70,AMT_NUM71,AMT_NUM72,AMT_NUM73,AMT_NUM74,AMT_NUM75,AMT_NUM76,AMT_NUM77,AMT_NUM78,AMT_NUM79,AMT_NUM80,AMT_NUM81,AMT_NUM82,AMT_NUM83,AMT_NUM84,AMT_NUM85,AMT_NUM86,AMT_NUM87,AMT_NUM88,AMT_NUM89,AMT_NUM90,AMT_NUM91,AMT_NUM92,AMT_NUM93,AMT_NUM94,AMT_NUM95,AMT_NUM96,AMT_NUM97,AMT_NUM98,AMT_NUM99,AMT_NUM100,AMT_NUM101,AMT_NUM102,AMT_NUM103,AMT_NUM104,AMT_NUM105,AMT_NUM106,AMT_NUM107,AMT_NUM108,AMT_NUM109,AMT_NUM110,AMT_NUM111,AMT_NUM112,AMT_NUM113,AMT_NUM114,AMT_NUM115,AMT_NUM116,AMT_NUM117,AMT_NUM118,AMT_NUM119,AMT_NUM120,AMT_NUM121,AMT_NUM122,AMT_NUM123,AMT_NUM124,AMT_NUM125,AMT_NUM126,AMT_NUM127,AMT_NUM128,AMT_NUM129,AMT_NUM130,AMT_NUM131,AMT_NUM132,AMT_NUM133,AMT_NUM134,AMT_NUM135,AMT_NUM136,AMT_NUM137,AMT_NUM138,AMT_NUM139,AMT_NUM140,AMT_NUM141,AMT_NUM142,AMT_NUM143,AMT_NUM144,AMT_NUM145,AMT_NUM146,AMT_NUM147,AMT_NUM148,AMT_NUM149,AMT_NUM150,AMT_NUM151,AMT_NUM152,AMT_NUM153,AMT_NUM154,AMT_NUM155,AMT_NUM156,AMT_NUM157
27926,,졸리팝무설탕막대사탕(파인애플),과자류·빵류 또는 떡류,100g,10g,"7,700.000g",400.000,,0.00,0.00,,100.000,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27927,,졸리팝무설탕막대사탕(포도),과자류·빵류 또는 떡류,100g,10g,"7,700.000g",400.000,,0.00,0.00,,100.000,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28288,한울식품,무설탕 자일리톨 (피치향),과자류·빵류 또는 떡류,100g,10g,100.000g,400.000,,0.04,0.09,,99.86,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28289,한울식품,무설탕 자일리톨 100%(오리지널),과자류·빵류 또는 떡류,100g,10g,100.000g,400.000,,0.04,0.09,,99.86,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28432,주식회사 노마드크라운,부산 무설탕 자일리톨 캔디 레몬향,과자류·빵류 또는 떡류,100g,10g,30.00g,237.000,,0.00,0.00,,100.000,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28433,주식회사 노마드크라운,부산 무설탕 자일리톨 캔디 복숭아향,과자류·빵류 또는 떡류,100g,10g,30.00g,237.000,,0.00,0.00,,100.000,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28434,주식회사 노마드크라운,부산 무설탕 자일리톨 캔디 페퍼민트향,과자류·빵류 또는 떡류,100g,10g,30.00g,237.000,,0.00,0.00,,100.000,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28454,대영식품(주),자일리톨 무설탕 캔디,과자류·빵류 또는 떡류,100g,10g,560.000g,405.000,,0.10,1.61,,97.37,0.00,,,,,,3.00,,,,,,,,,,0.00,1.59,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28465,주식회사 노마드크라운,프로넛 무설탕 자일리톨 캔디 레몬향,과자류·빵류 또는 떡류,100g,10g,30.00g,243.000,,0.00,0.00,,100.000,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28466,주식회사 노마드크라운,프로넛 무설탕 자일리톨 캔디 복숭아향,과자류·빵류 또는 떡류,100g,10g,30.00g,243.000,,0.00,0.00,,100.000,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28467,주식회사 노마드크라운,프로넛 무설탕 자일리톨 캔디 샤인머스켓향,과자류·빵류 또는 떡류,100g,10g,30.00g,243.000,,0.00,0.00,,100.000,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28468,주식회사 노마드크라운,프로넛 무설탕 자일리톨 캔디 오리지널,과자류·빵류 또는 떡류,100g,10g,30.00g,240.000,,0.00,0.00,,100.000,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28469,주식회사 노마드크라운,프로넛 무설탕 자일리톨 캔디 콜라향,과자류·빵류 또는 떡류,100g,10g,30.00g,243.000,,0.00,0.00,,100.000,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28470,주식회사 노마드크라운,프로넛 무설탕 자일리톨 캔디 페퍼민트향,과자류·빵류 또는 떡류,100g,10g,30.00g,240.000,,0.00,0.00,,100.000,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28473,주식회사 노마드크라운,핑크빈 무설탕 자일리톨 캔디 복숭아향,과자류·빵류 또는 떡류,100g,10g,30.00g,243.000,,0.00,0.00,,100.000,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28521,(주)나루아토,달콤하모 무설탕 자일리톨,과자류·빵류 또는 떡류,100g,10g,100.000g,185.000,,1.00,0.70,,44.00,34.00,,,,,,15.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28523,주식회사 노마드크라운,돌의 정령 무설탕 자일리톨 캔디 페퍼민트향,과자류·빵류 또는 떡류,100g,10g,30.00g,243.000,,0.00,0.00,,100.000,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28543,(주)나루아토,무설탕 쿨스 마일드,과자류·빵류 또는 떡류,100g,10g,50.00g,400.000,,0.30,1.00,,98.00,20.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28544,(주)나루아토,무설탕 쿨스 스트롱,과자류·빵류 또는 떡류,100g,10g,50.00g,400.000,,0.30,1.00,,98.00,20.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28562,주식회사 노마드크라운,슬라임 무설탕 자일리톨 캔디 샤인머스켓향,과자류·빵류 또는 떡류,100g,10g,30.00g,243.000,,0.00,0.00,,100.000,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28568,제이씨컴퍼니,영광새싹보리무설탕캔디,과자류·빵류 또는 떡류,100g,10g,40.00g,243.000,,0.00,0.00,,60.00,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28569,제이씨컴퍼니,영광찰보리무설탕캔디,과자류·빵류 또는 떡류,100g,10g,40.00g,243.000,,0.00,0.00,,60.00,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28570,주식회사 노마드크라운,예티 무설탕 자일리톨 캔디 콜라향,과자류·빵류 또는 떡류,100g,10g,30.00g,243.000,,0.00,0.00,,100.000,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28580,주식회사 노마드크라운,주황버섯 무설탕 자일리톨 캔디 레몬향,과자류·빵류 또는 떡류,100g,10g,30.00g,243.000,,0.00,0.00,,100.000,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28600,주식회사 노마드크라운,포케올데이 무설탕 자일리톨캔디,과자류·빵류 또는 떡류,100g,10g,30.00g,240.000,,0.00,0.00,,100.000,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28673,주식회사 노마드크라운,프로넛 무설탕 자일리톨 캔디 리치향,과자류·빵류 또는 떡류,100g,10g,30.00g,243.000,,0.00,0.00,,99.33,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28674,주식회사 노마드크라운,프로넛 무설탕 자일리톨 캔디 소다향,과자류·빵류 또는 떡류,100g,10g,30.00g,243.000,,0.00,0.00,,99.83,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28675,주식회사 노마드크라운,프로넛 무설탕 자일리톨 캔디 애플망고향,과자류·빵류 또는 떡류,100g,10g,30.00g,243.000,,0.00,0.00,,99.00,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28676,주식회사 노마드크라운,프로넛 무설탕 자일리톨 캔디 체리향,과자류·빵류 또는 떡류,100g,10g,30.00g,243.000,,0.00,0.00,,98.67,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28677,주식회사 노마드크라운,프로넛 무설탕 자일리톨 캔디 파인애플향,과자류·빵류 또는 떡류,100g,10g,30.00g,243.000,,0.00,0.00,,98.57,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28682,㈜국제제과,허브큐 무설탕 레몬캔디 with 스테비아,과자류·빵류 또는 떡류,100g,10g,100.000g,310.000,,0.00,0.70,,98.00,0.00,,,,,,15.00,,,,,,,,,,0.00,0.70,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29556,㈜서주2공장,슈가로로 무설탕 비타민 구미 복숭아,과자류·빵류 또는 떡류,100g,10g,45.00g,196.000,,4.44,0.00,,62.22,0.00,3.30,,,,,22.00,,,,,,,,"1,111.110",,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30270,㈜서주2공장,슈가로로 무설탕 비타민 구미 포도,과자류·빵류 또는 떡류,100g,10g,45.00g,196.000,,4.44,0.00,,66.67,0.00,3.30,,,,,18.00,,,,,,,,"1,111.110",,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
