NUM,MAKER_NM,FOOD_NM_KR,FOOD_CAT1_NM,SERVING_SIZE,NUTRI_AMOUNT_SERVING,Z10500,AMT_NUM1,AMT_NUM2,AMT_NUM3,AMT_NUM4,AMT_NUM5,AMT_NUM6,AMT_NUM7,AMT_NUM8,AMT_NUM9,AMT_NUM10,AMT_NUM11,AMT_NUM12,AMT_NUM13,AMT_NUM14,AMT_NUM15,AMT_NUM16,AMT_NUM17,AMT_NUM18,AMT_NUM19,AMT_NUM20,AMT_NUM21,AMT_NUM22,AMT_NUM23,AMT_NUM24,AMT_NUM25,AMT_NUM26,AMT_NUM27,AMT_NUM28,AMT_NUM29,AMT_NUM30,AMT_NUM31,AMT_NUM32,AMT_NUM33,AMT_NUM34,AMT_NUM35,AMT_NUM36,AMT_NUM37,AMT_NUM38,AMT_NUM39,AMT_NUM40,AMT_NUM41,AMT_NUM42,AMT_NUM43,AMT_NUM44,AMT_NUM45,AMT_NUM46,AMT_NUM47,AMT_NUM48,AMT_NUM49,AMT_NUM50,AMT_NUM51,AMT_NUM52,AMT_NUM53,AMT_NUM54,AMT_NUM55,AMT_NUM56,AMT_NUM57,AMT_NUM58,AMT_NUM59,AMT_NUM60,AMT_NUM61,AMT_NUM62,AMT_NUM63,AMT_NUM64,AMT_NUM65,AMT_NUM66,AMT_NUM67,AMT_NUM68,AMT_NUM69,AMT_NUM70,AMT_NUM71,AMT_NUM72,AMT_NUM73,AMT_NUM74,AMT_NUM75,AMT_NUM76,AMT_NUM77,AMT_NUM78,AMT_NUM79,AMT_NUM80,AMT_NUM81,AMT_NUM82,AMT_NUM83,AMT_NUM84,AMT_NUM85,AMT_NUM86,AMT_NUM87,AMT_NUM88,AMT_NUM89,AMT_NUM90,AMT_NUM91,AMT_NUM92,AMT_NUM93,AMT_NUM94,AMT_NUM95,AMT_NUM96,AMT_NUM97,AMT_NUM98,AMT_NUM99,AMT_NUM100,AMT_NUM101,AMT_NUM102,AMT_NUM103,AMT_NUM104,AMT_NUM105,AMT_NUM106,AMT_NUM107,AMT_NUM108,AMT_NUM109,AMT_NUM110,AMT_NUM111,AMT_NUM112,AMT_NUM113,AMT_NUM114,AMT_NUM115,AMT_NUM116,AMT_NUM117,AMT_NUM118,AMT_NUM119,AMT_NUM120,AMT_NUM121,AMT_NUM122,AMT_NUM123,AMT_NUM124,AMT_NUM125,AMT_NUM126,AMT_NUM127,AMT_NUM128,AMT_NUM129,AMT_NUM130,AMT_NUM131,AMT_NUM132,AMT_NUM133,AMT_NUM134,AMT_NUM135,AMT_NUM136,AMT_NUM137,AMT_NUM138,AMT_NUM139,AMT_NUM140,AMT_NUM141,AMT_NUM142,AMT_NUM143,AMT_NUM144,AMT_NUM145,AMT_NUM146,AMT_NUM147,AMT_NUM148,AMT_NUM149,AMT_NUM150,AMT_NUM151,AMT_NUM152,AMT_NUM153,AMT_NUM154,AMT_NUM155,AMT_NUM156,AMT_NUM157
59692,동그린(주),제로윗 당제로 초콜릿,빙과류,100mL,100g(ml),100.000mL,80.00,,2.00,4.00,,17.00,0.00,1.00,,,,,25.00,,,,,,,,,,5.00,3.90,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59693,동그린(주),제로윗 당제로 초콜릿바,빙과류,100mL,100g(ml),85.00mL,182.000,,2.35,11.77,,28.24,0.00,2.40,,,,,29.00,,,,,,,,,,5.88,9.41,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59708,(주)에스아이지,파워캡 블루아이스 제로,빙과류,100mL,100g(ml),120.000mL,83.00,,0.00,1.67,,16.67,0.00,,,,,,25.00,,,,,,,,,,0.00,1.42,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59736,대보푸드 주식회사,쿠로미 스틱바 블랙소르베 제로,빙과류,100mL,100g(ml),60.00mL,0.00,,0.00,0.00,,21.67,0.00,,,,,,8.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59746,훼미리식품(주)부산공장,라라스윗 오렌지 제로바,빙과류,100mL,100g(ml),70.00mL,0.00,,0.00,0.00,,12.29,0.00,0.00,,,,,29.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.86,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59747,훼미리식품(주)부산공장,라라스윗 포도 제로바,빙과류,100mL,100g(ml),70.00mL,0.00,,0.00,0.00,,12.29,0.00,0.00,,,,,29.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.86,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59950,(주)에스디푸드,드림카카오제로,코코아가공품류 또는 초콜릿류,100g,15g,32.00g,478.000,,9.38,31.25,,56.25,6.25,,,,,,31.00,,,,,,,,,,0.00,18.75,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60307,㈜삼광식품,제로마일드초콜릿,코코아가공품류 또는 초콜릿류,100g,15g,50.00g,510.000,,7.00,38.00,,50.00,0.00,,,,,,30.00,,,,,,,,,,2.00,26.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63181,롯데웰푸드(주)안산공장,초코헬스 제로넛츠,코코아가공품류 또는 초콜릿류,100g,30g,25.00g,535.000,,11.36,38.89,,46.46,0.00,,,,,,21.00,,,,,,,,,,0.00,17.07,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63378,(주)델토리,제로슈거초코별스낵,코코아가공품류 또는 초콜릿류,100g,30g,90.00g,468.000,,5.99,25.66,,65.16,0.00,,,,,,50.00,,,,,,,,,,0.00,24.71,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63507,(주)에스디푸드,제로 무당 초코링,코코아가공품류 또는 초콜릿류,100g,30g,100.000g,444.000,,5.00,24.00,,64.00,0.18,,,,,,160.000,,,,,,,,,,0.00,23.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63627,(주)씨앤지,제로넛츠 아몬드,코코아가공품류 또는 초콜릿류,100g,30g,25.00g,535.000,,12.78,38.91,,45.16,0.00,,,,,,38.00,,,,,,,,,,0.98,14.89,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63734,롯데웰푸드㈜,제로 초코파이,코코아가공품류 또는 초콜릿류,100g,30g,336.000g,389.000,,4.60,21.00,,61.00,0.00,,,,,,230.000,,,,,,,,,,20.00,13.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63914,(주)희망그린식품,핫초코 제로,코코아가공품류 또는 초콜릿류,100g,,240.000g,483.000,,6.67,23.33,,60.00,0.00,,,,,,233.000,,,,,,,,,,0.00,23.33,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64127,㈜삼광식품,제로 카페시럽,당류,100g,10g,"1,470.000g",3.00,,0.07,0.01,,7.12,0.12,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64184,(주)그린에프엠,제로슈가 카페시럽,당류,100g,10g,"1,910.000g",150.000,,0.00,0.00,,61.00,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64190,(주)빈커스텀컴퍼니,181라운지 제로 헤이즐넛향시럽,당류,100g,10g,"1,000.000g",275.000,,0.00,2.90,,62.00,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64297,채움바이오 주식회사,닥터바이투 바이오몸 덴티제로 밸런스 마이크로 잇 구강유산균,당류,100g,,36.00g,373.000,,1.56,4.53,,81.61,1.30,,,,,,97.00,,,,,,,,,,1.17,2.24,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64693,주식회사 비에스바이오,설탕제로 알룰로스,당류,100g,-,100.000g,2.00,,0.00,0.00,,0.50,0.20,,,,,,10.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64376,주식회사 신영허브,알룰로스 제로밸런스,당류,100g,,100.000g,372.000,,0.00,0.50,,92.00,92.00,,,,,,17.00,,,,,,,,,,0.00,0.30,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64556,주식회사 대상다이브스,제로 복숭아 아이스티,당류,100g,-,"1,580.000mL",3.00,,0.18,0.09,,20.60,0.00,,,,,,50.00,,,,,,,,,,0.00,0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.90,11.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64557,(주)자연농장,제로스푼 알룰로스,당류,100g,-,100.000g,2.00,,0.00,0.00,,0.50,0.20,,,,,,10.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64726,㈜흥국에프앤비,오늘의일상 하이볼향시럽제로 핑크자몽,당류,100g,-,30.00g,10.00,,0.00,0.00,,2.33,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64739,주식회사 푸른나무,제로 슈크레 얼그레이  밀크티베이스,당류,100g,-,500.000g,9.00,,0.50,0.10,,46.20,0.00,,,,,,93.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64740,주식회사 푸른나무,제로 아쌈블렌드 밀크티베이스,당류,100g,-,500.000g,21.00,,0.50,0.10,,49.40,0.00,,,,,,117.000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64741,주식회사 비에스바이오,제로슈가 알룰로스,당류,100g,-,100.000g,2.00,,0.00,0.00,,0.50,0.20,,,,,,10.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64742,주식회사 비에스바이오,제로슈가 알룰로스 스틱,당류,100g,-,100.000g,2.00,,0.00,0.00,,0.50,0.20,,,,,,10.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64787,(주)에스엠바이오,고카페인 확깨라 제로 자몽레몬 츄어블,당류,100g,,100.000g,400.000,,0.00,0.00,,100.000,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64869,(주)자연농장,왓더파머스 제로 알룰로스 액상,당류,100g,,100.000g,4.00,,0.00,0.00,,1.00,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64898,주식회사 푸른나무,티아름 제로슈가  밀크티 베이스,당류,100g,,"1,000.000g",5.00,,0.30,0.20,,26.40,0.00,,,,,,24.00,,,,,,,,,,0.00,0.10,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64900,푸드에이스,포트캔 제로 복숭아아이스티베이스,당류,100g,,100.000g,0.00,,0.00,0.00,,71.00,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64926,주식회사서울팩토리,더 라이트 제로 레몬베이스,당류,100g,,"1,200.000g",165.000,,0.00,0.00,,46.00,0.00,,,,,,65.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64927,주식회사서울팩토리,더 라이트 제로 자몽베이스,당류,100g,,"1,200.000g",25.00,,0.00,0.00,,7.35,1.10,,,,,,10.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64928,주식회사서울팩토리,더 라이트 제로 청포도베이스,당류,100g,,"1,200.000g",29.00,,0.00,0.00,,9.00,1.00,,,,,,10.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64945,대원헬스케어주식회사2공장,레프제로 구강유산균 엠지,당류,100g,,27.00g,389.000,,0.00,0.00,,96.30,0.00,,,,,,19.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64967,(주)벨슨,바세바 설탕제로 알룰로스,당류,100g,,600.000g,7.00,,0.06,0.26,,68.90,0.00,,,,,,0.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64968,채움바이오 주식회사,바이오몸 클린 덴티제로 밸런스 마이크로 잇 구강유산균,당류,100g,,36.00g,373.000,,1.56,4.53,,81.61,1.30,,,,,,97.00,,,,,,,,,,1.17,2.24,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65013,주식회사 대상다이브스,제로 레몬라임 아이스티,당류,100mL,,"1,470.000mL",2.00,,0.09,0.03,,21.20,0.00,,,,,,180.000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.60,11.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67052,농업회사법인(유)아리랑식품,제로누들 미고랭맛,두부류 또는 묵류,100g,80g,362.000g,30.00,,0.55,0.94,,6.08,2.76,2.20,,,,,260.000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67291,하이브 주식회사,제로투 콩식용유,식용유지류,100g,5g(ml),"16,500.000g",900.000,,0.00,100.000,,0.00,0.00,,,,,,0.00,,,,,,,,,,0.00,17.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69900,동서식품㈜,제로슈거 크리머,식용유지류,100g,5g,100.000g,445.000,,3.00,32.00,,60.00,0.00,,,,,,340.000,,,,,,,,,,0.00,32.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70202,㈜아이케이푸드,제로쫄면,면류,100g,"생·숙면 200g, 건면 100g, 당면 30g, 유탕면(봉지)120g, 유탕면(용기)80g",100.000g,251.000,,7.11,5.82,,42.58,8.65,,,,,,589.000,,,,,,,,,,22.16,2.21,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71439,㈜미가원,제로라면,면류,100g,"생·숙면 200g, 건면 100g, 당면 30g, 유탕면(봉지)120g, 유탕면(용기)80g",120.000g,413.000,,10.00,15.83,,61.67,2.50,,,,,,"1,400.000",,,,,,,,,,0.00,6.67,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74252,,제로트레유기농리가톤치니채소파스타,면류,100g,"생·숙면 200g, 건면 100g, 당면 30g, 유탕면(봉지)120g, 유탕면(용기)80g",250.000g,358.000,,10.00,2.00,,74.00,3.00,,,,,,100.000,,,,,,,,,,0.00,0.10,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75140,(주)자연농장,감미루트 제로 단호박식혜,음료류,100g,200ml,100.000g,37.00,,0.10,0.06,,8.00,7.00,,,,,,12.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75141,(주)자연농장,감미루트 제로 오미자,음료류,100g,200ml,100.000g,34.00,,0.10,0.06,,8.00,7.00,,,,,,12.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75243,(주)자연농장,디저트39 제로아이스티 복숭아,음료류,100g,200ml,100.000g,34.00,,0.09,0.06,,8.24,7.12,,,,,,12.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75312,동원시스템즈㈜ 횡성공장,보성홍차 아이스티 제로 샤인머스캣,음료류,100mL,200ml,500.000mL,1.00,,0.02,0.02,,0.20,0.00,,,,,,10.00,,,,,,,,,,0.00,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75313,동원시스템즈㈜ 횡성공장,보성홍차 아이스티 제로 애플,음료류,100mL,200ml,500.000mL,1.00,,0.03,0.03,,0.21,0.11,,,,,,4.00,,,,,,,,,,0.00,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75383,㈜삼양패키징 광혜원 공장,아임이 레몬아이스티 제로,음료류,100mL,200ml,500.000mL,1.00,,0.00,0.00,,1.24,0.00,,,,,,2.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75384,㈜삼양패키징 광혜원 공장,아임이 복숭아아이스티 제로,음료류,100mL,200ml,500.000mL,1.00,,0.00,0.00,,1.24,0.00,,,,,,2.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75391,㈜꽃샘식품,애플 히비스커스티 제로,음료류,100g,200ml,400.000g,14.00,,0.00,0.00,,30.00,0.00,,,,,,100.000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75457,㈜꽃샘식품,자몽허니 블랙티 제로,음료류,100g,200ml,20.00g,14.00,,0.00,0.00,,30.00,0.00,,,,,,100.000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
