category_name,category_id,product_name,brand,serving_size,total_weight,kcal,carbohydrate_g,sugar_g,fat_g,saturated_fat_g,trans_fat_g,protein_g,sodium_mg,sugar_alcohol_g,allulose_g,erythritol_g
과자 및 스낵,1,제로 티라미슈,주식회사 케익모아,70g,155.000g,235,34.84,0,14.19,6.45,0.15,5.16,97,,,
과자 및 스낵,1,제로 플레인 롤케이크,주식회사 케익모아,70g,300.000g,322,42.61,0.05,19.65,7.22,0.06,6.56,159,,,
과자 및 스낵,1,제로마들렌 말차,주식회사 케익모아,70g,29.00g,362,24.14,0,27.59,13.79,0,6.9,328,,,
과자 및 스낵,1,제로마들렌 얼그레이,주식회사 케익모아,70g,29.00g,310,24.14,0,20.69,11.38,0,6.9,310,,,
과자 및 스낵,1,제로마들렌 오렌지&코코넛,주식회사 케익모아,70g,29.00g,368,24.14,0.28,27.72,16.21,0.48,6.21,298,,,
과자 및 스낵,1,제로마들렌 초코,주식회사 케익모아,70g,29.00g,379,24.14,0,27.59,15.17,0,6.9,276,,,
과자 및 스낵,1,제로슈가 티라미수,주식회사 디스다임,70g,180.000g,291,25.87,1.36,22.46,11.03,0.37,5.87,78,,,
과자 및 스낵,1,제로슈가 프로틴 도넛 더블초코,주식회사 케익모아,70g,135.000g,411,35.56,0.31,26.67,8.67,0,15.56,511,,,
과자 및 스낵,1,제로스콘 단호박,제로베이커리,70g,60.00g,393,21.67,1.67,30,6.67,0,11.67,383,,0.82,2.84
과자 및 스낵,1,제로스콘 크럼블,제로베이커리,70g,65.00g,429,36.92,3.08,32.31,9.23,0.15,12.31,462,8,,
과자 및 스낵,1,제로스콘 흑임자,제로베이커리,70g,60.00g,390,21.67,1.67,30,6.67,0,10,433,,4,
과자 및 스낵,1,제로쌀스콘 카카오,제로베이커리,70g,60.00g,433,56.67,1.67,26.67,15,0.5,6.67,350,11.67,3.33,
과자 및 스낵,1,제로앙버터스콘,제로베이커리,70g,85.00g,461,29.41,2.35,40,16.47,0.94,10.59,222,,,
과자 및 스낵,1,제로와플(코코넛),제로베이커리,70g,48.00g,252,31.25,2.08,18.75,14.58,0,4.17,750,6,,
시럽 및 티베이스,2,Homeplus Signature 자몽허니블랙티 제로,㈜쟈뎅,200ml,"2,100.000mL",2,1.1,0,0,0,0,0,8,,0.5,
시럽 및 티베이스,2,zero 그린애플시럽,(주)태향,150ml,"1,000.000mL",8,27.25,0,0,0,0,0,108,,3.58,21.72
시럽 및 티베이스,2,zero 딸기시럽,(주)태향,150ml,"1,000.000mL",7,32.3,0,0.07,0,0,0.02,176,,8.75,22.08
시럽 및 티베이스,2,zero 라임시럽,(주)태향,150ml,"1,000.000mL",17,29.74,0,0,0,0,0,170,,3.62,21.92
시럽 및 티베이스,2,zero 레몬시럽,(주)태향,150ml,"1,000.000mL",18,30.05,0,0,0,0,0,204,,3.3,22
시럽 및 티베이스,2,zero 리치캐모마일티시럽,(주)태향,150ml,"1,000.000mL",13,44.96,0.16,0.12,0,0,0.04,208,,18.98,23
시럽 및 티베이스,2,zero 망고시럽,(주)태향,150ml,"1,000.000mL",7,32.5,0,0.07,0,0,0.04,174,,8.76,22.12
시럽 및 티베이스,2,zero 복숭아시럽,(주)태향,150ml,"1,000.000mL",5,26.5,0,0.02,0,0,0.02,153,,3.57,21.64
시럽 및 티베이스,2,zero 블루베리시럽,(주)태향,150ml,"1,000.000mL",5,26.55,0,0,0,0,0.01,180,,3.57,21.64
시럽 및 티베이스,2,zero 블루큐라소시럽,(주)태향,150ml,"1,000.000mL",2,25.57,0,0.01,0,0,0,6,,3.65,21.56
시럽 및 티베이스,2,zero 청포도시럽,(주)태향,150ml,"1,000.000mL",7,26.88,0,0.09,0,0,0.01,136,,3.59,21.72
시럽 및 티베이스,2,zero 카페시럽,(주)태향,150ml,"1,000.000mL",2,25.42,0,0,0,0,0.03,14,,3.54,21.46
시럽 및 티베이스,2,zero 피치우롱티시럽,(주)태향,150ml,"1,000.000mL",10,35.94,0,0,0,0,0.08,157,,11.07,22.36
시럽 및 티베이스,2,zero 핑크자몽시럽,(주)태향,150ml,"1,000.000mL",17,29.83,0,0,0,0,0.01,173,,3.63,21.96
시럽 및 티베이스,2,zero 허니자몽블랙티시럽,(주)태향,150ml,"1,000.000mL",15,41.13,0,0.14,0,0,0.07,184,,14.98,22.68
시럽 및 티베이스,2,델몬트퍼플레몬에이드제로,(유)삼각에프엠씨 웰빙랜드,200ml,230.000mL,3,2.02,0.08,0,0,0,0.01,26,,,1.42
시럽 및 티베이스,2,릴리벳 제로슈가 복숭아 아이스티 베이스,코비스,200ml,600.000g,20,23.33,0,1,0,0,0,0,,20,
시럽 및 티베이스,2,복음자리 제로 레몬라임 아이스티,,,,,,,,,,,,,,
시럽 및 티베이스,2,복음자리 제로 복숭아 아이스티,,,,,,,,,,,,,,
시럽 및 티베이스,2,애플 히비스커스티 제로,㈜꽃샘식품,200ml,400.000g,14,30,0,0,0,0,0,100,,26.5,
시럽 및 티베이스,2,오늘의일상 하이볼향시럽제로 핑크자몽,㈜흥국에프앤비,-,30.00g,10,2.33,0,0,0,0,0,0,,,
시럽 및 티베이스,2,왓더파머스 제로 알룰로스 액상,(주)자연농장,,100.000g,4,1,0,0,0,0,0,0,,,
