NUM,MAKER_NM,FOOD_NM_KR,FOOD_CAT1_NM,SERVING_SIZE,NUTRI_AMOUNT_SERVING,Z10500,AMT_NUM1,AMT_NUM2,AMT_NUM3,AMT_NUM4,AMT_NUM5,AMT_NUM6,AMT_NUM7,AMT_NUM8,AMT_NUM9,AMT_NUM10,AMT_NUM11,AMT_NUM12,AMT_NUM13,AMT_NUM14,AMT_NUM15,AMT_NUM16,AMT_NUM17,AMT_NUM18,AMT_NUM19,AMT_NUM20,AMT_NUM21,AMT_NUM22,AMT_NUM23,AMT_NUM24,AMT_NUM25,AMT_NUM26,AMT_NUM27,AMT_NUM28,AMT_NUM29,AMT_NUM30,AMT_NUM31,AMT_NUM32,AMT_NUM33,AMT_NUM34,AMT_NUM35,AMT_NUM36,AMT_NUM37,AMT_NUM38,AMT_NUM39,AMT_NUM40,AMT_NUM41,AMT_NUM42,AMT_NUM43,AMT_NUM44,AMT_NUM45,AMT_NUM46,AMT_NUM47,AMT_NUM48,AMT_NUM49,AMT_NUM50,AMT_NUM51,AMT_NUM52,AMT_NUM53,AMT_NUM54,AMT_NUM55,AMT_NUM56,AMT_NUM57,AMT_NUM58,AMT_NUM59,AMT_NUM60,AMT_NUM61,AMT_NUM62,AMT_NUM63,AMT_NUM64,AMT_NUM65,AMT_NUM66,AMT_NUM67,AMT_NUM68,AMT_NUM69,AMT_NUM70,AMT_NUM71,AMT_NUM72,AMT_NUM73,AMT_NUM74,AMT_NUM75,AMT_NUM76,AMT_NUM77,AMT_NUM78,AMT_NUM79,AMT_NUM80,AMT_NUM81,AMT_NUM82,AMT_NUM83,AMT_NUM84,AMT_NUM85,AMT_NUM86,AMT_NUM87,AMT_NUM88,AMT_NUM89,AMT_NUM90,AMT_NUM91,AMT_NUM92,AMT_NUM93,AMT_NUM94,AMT_NUM95,AMT_NUM96,AMT_NUM97,AMT_NUM98,AMT_NUM99,AMT_NUM100,AMT_NUM101,AMT_NUM102,AMT_NUM103,AMT_NUM104,AMT_NUM105,AMT_NUM106,AMT_NUM107,AMT_NUM108,AMT_NUM109,AMT_NUM110,AMT_NUM111,AMT_NUM112,AMT_NUM113,AMT_NUM114,AMT_NUM115,AMT_NUM116,AMT_NUM117,AMT_NUM118,AMT_NUM119,AMT_NUM120,AMT_NUM121,AMT_NUM122,AMT_NUM123,AMT_NUM124,AMT_NUM125,AMT_NUM126,AMT_NUM127,AMT_NUM128,AMT_NUM129,AMT_NUM130,AMT_NUM131,AMT_NUM132,AMT_NUM133,AMT_NUM134,AMT_NUM135,AMT_NUM136,AMT_NUM137,AMT_NUM138,AMT_NUM139,AMT_NUM140,AMT_NUM141,AMT_NUM142,AMT_NUM143,AMT_NUM144,AMT_NUM145,AMT_NUM146,AMT_NUM147,AMT_NUM148,AMT_NUM149,AMT_NUM150,AMT_NUM151,AMT_NUM152,AMT_NUM153,AMT_NUM154,AMT_NUM155,AMT_NUM156,AMT_NUM157
75777,롯데칠성음료㈜,립톤제로복숭아 아이스티,음료류,100g,200ml,500.000mL,2.00,,0.04,0.02,,0.51,0.00,,,,,,13.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75884,롯데칠성음료㈜,실론티복숭아제로,음료류,100g,200ml,500.000mL,1.00,,0.00,0.00,,1.24,0.00,,,,,,1.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76316,롯데칠성음료㈜,실론티그린애플제로,음료류,100mL,200ml,500.000mL,1.00,,0.02,0.00,,1.24,0.00,,,,,,1.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77165,롯데칠성음료㈜,실론티레몬제로,음료류,100mL,200ml,500.000mL,2.00,,0.05,0.03,,1.67,0.02,,,,,,2.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77562,롯데네슬레코리아 주식회사,네스티 복숭아맛 아이스티 제로,음료류,100g,200ml,360.000g,40.00,,0.00,0.00,,96.00,0.00,,,,,,200.000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86335,롯데칠성음료㈜,마스터토닉워터제로,음료류,100mL,200ml,410.000mL,0.00,,0.00,0.00,,0.00,0.00,,,,,,2.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86697,롯데칠성음료㈜,클라우드클리어제로,음료류,100mL,200ml,350.000mL,9.00,,0.00,0.00,,2.00,0.00,,,,,,6.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86714,롯데칠성음료㈜,탐스제로레몬향,음료류,100mL,200ml,"1,500.000mL",2.00,,0.00,0.00,,2.50,0.00,,,,,,15.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86715,롯데칠성음료㈜,탐스제로사과키위향,음료류,100mL,200ml,"1,500.000mL",2.00,,0.00,0.00,,2.00,0.00,,,,,,7.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86716,롯데칠성음료㈜,탐스제로오렌지향,음료류,100mL,200ml,"1,500.000mL",2.00,,0.00,0.00,,2.50,0.00,,,,,,15.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86754,롯데칠성음료㈜,펩시제로슈거라임향,음료류,100mL,200ml,355.000mL,0.00,,0.00,0.00,,0.00,0.00,,,,,,27.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86819,롯데칠성음료㈜,HOT6 더킹제로,음료류,100mL,200ml,355.000mL,3.00,,0.07,0.00,,2.49,0.00,,,,,,35.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86866,롯데칠성음료㈜,칠성사이다제로그린플럼,음료류,100mL,200ml,250.000mL,1.00,,0.00,0.00,,1.92,0.03,,,,,,2.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86867,롯데칠성음료㈜,칠성사이다제로그린플럼,음료류,100mL,200ml,250.000mL,1.00,,0.00,0.00,,3.84,0.06,,,,,,4.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86912,롯데칠성음료㈜,마운틴듀제로슈거블루,음료류,100g,200ml,355.000mL,0.00,,0.00,0.00,,0.00,0.00,,,,,,5.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87009,롯데칠성음료㈜,마운틴듀제로슈거블루,음료류,100mL,200ml,355.000mL,0.00,,0.01,0.00,,0.01,0.00,,,,,,5.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86923,롯데칠성음료㈜,밀키스제로딸기&바나나,음료류,100g,200ml,500.000mL,4.00,,0.21,0.02,,2.82,0.43,,,,,,7.00,,,,,,,,,,0.18,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86968,롯데칠성음료㈜,탐스제로멜론향,음료류,100g,200ml,500.000mL,1.00,,0.00,0.00,,2.33,0.03,,,,,,7.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86975,롯데칠성음료㈜,퍼플소다제로,음료류,100g,200ml,355.000mL,1.00,,0.01,0.00,,2.33,0.03,,,,,,9.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86976,롯데칠성음료㈜,퍼플소다제로,음료류,100g,200ml,355.000mL,0.00,,0.01,0.00,,1.17,0.02,,,,,,4.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86977,롯데칠성음료㈜,펩시제로슈거라임향제로카페인,음료류,100g,200ml,355.000mL,1.00,,0.04,0.00,,0.18,0.01,,,,,,25.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87088,롯데칠성음료㈜,펩시제로슈거라임향제로카페인,음료류,100mL,200ml,210.000mL,0.00,,0.00,0.00,,0.00,0.00,,,,,,17.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86978,롯데칠성음료㈜,펩시제로슈거파인애플향,음료류,100g,200ml,355.000mL,0.00,,0.02,0.00,,0.06,0.01,,,,,,19.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86979,롯데칠성음료㈜,펩시제로슈거파인애플향,음료류,100g,200ml,355.000mL,0.00,,0.00,0.00,,0.00,0.00,,,,,,19.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87089,롯데칠성음료㈜,펩시제로슈거파인애플향,음료류,100mL,200ml,210.000mL,0.00,,0.00,0.00,,0.00,0.00,,,,,,17.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87030,롯데칠성음료㈜,소프트소다 딸기 제로,음료류,100mL,200ml,420.000mL,1.00,,0.01,0.00,,1.92,0.03,,,,,,7.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87031,롯데칠성음료㈜,소프트소다 복숭아 제로,음료류,100mL,200ml,420.000mL,1.00,,0.01,0.00,,1.91,0.03,,,,,,7.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87069,롯데칠성음료㈜,칠성사이다제로블루라임,음료류,100mL,200ml,500.000mL,1.00,,0.00,0.00,,1.92,0.03,,,,,,2.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87176,롯데칠성음료㈜,펩시제로슈거,음료류,100mL,200ml,250.000mL,0.00,,0.02,0.00,,0.06,0.00,,,,,,19.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87187,롯데칠성음료㈜,HOT6 THE KING 제로,음료류,100mL,200ml,500.000mL,3.00,,0.10,0.00,,2.52,0.00,,,,,,37.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87231,롯데칠성음료㈜,칠성사이다제로,음료류,100mL,200ml,500.000mL,1.00,,0.00,0.00,,1.90,0.02,,,,,,4.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87232,롯데칠성음료㈜,칠성사이다제로,음료류,100mL,200ml,250.000mL,2.00,,0.00,0.00,,1.90,0.02,,,,,,4.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87242,롯데칠성음료㈜,탐스제로파인애플향,음료류,100mL,200ml,355.000mL,1.00,,0.00,0.01,,2.39,0.00,,,,,,9.00,,,,,,,,,,0.00,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87247,롯데칠성음료㈜,펩시제로슈거모히토향,음료류,100mL,200ml,210.000mL,1.00,,0.02,0.00,,0.18,0.01,,,,,,25.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87248,롯데칠성음료㈜,펩시제로슈거모히토향,음료류,100mL,200ml,355.000mL,0.00,,0.02,0.00,,0.08,0.01,,,,,,25.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87250,롯데칠성음료㈜,핫식스제로,음료류,100mL,200ml,250.000mL,2.00,,0.09,0.00,,5.71,0.04,,,,,,26.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.45,,,,,,,,,,,,,,,,,,,,,,
91528,롯데칠성음료㈜,게토레이제로,음료류,100mL,200ml,"1,500.000mL",0.00,,0.00,0.00,,0.00,0.00,,,,,,49.00,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
